Key	Value
秘籍:\n[color=#483721]{0}[/color]\n	Bí tịch:\n[color=#483721]{0}[/color]\n
所修功法：{0}\n{1}	Công pháp sở tu:{0}\n{1}
任 意	Tùy ý
关闭	Đóng
{0}分钟	{0}phút
持续	Duy trì
{0}天	{0}ngày
确定要重置教学提示吗？	Xác định muốn thiết lập lại gợi ý hướng dẫn?
教学提示已经重置！	Hướng dẫn chơi đã được đặt lại!
多线程优化需要重启游戏才能生效。	Tối ưu hóa đa luồng yêu cầu khởi động lại để có hiệu lực.
由于您修改了分辨率，请重新启动游戏。	Vì ngài vừa sửa độ phân giải, xin khởi động lại trò chơi.
秘籍参悟({0})	Lĩnh hội bí tịch ({0})
确定要消耗{0:F0}点参悟值领悟{1}么？\n这将消耗掉这本秘籍。	Xác định muốn tốn{0:F0}điểm lĩnh hội để lĩnh ngộ{1}sao?\nViệc này sẽ làm mất quyển bí tịch.
提高道行:{0}\n	Đề cao đạo hạnh:{0}\n
秘籍内容:\n	Nội dung bí tịch:\n
[color=#ff0000]参悟值：{0:F0}/{1:F0}[color]\n{2}	[color=#ff0000]Chỉ số lĩnh hội:{0:F0}/{1:F0}[color]\n{2}
参悟值：{0:F0}/{1:F0}\n{2}	Chỉ số lĩnh hội:{0:F0}/{1:F0}\n{2}
[color=#ff0000]所需境界：{0}[color]\n{1}	[color=#ff0000]Cảnh giới cần:{0}[color]\n{1}
所需境界：{0}\n{1}	Cảnh giới cần:{0}\n{1}
[color=#ff0000]已达到道行上限[color]\n{0}	[color=#ff0000]Đã đạt được đạo hạnh tối đa [color]\n{0}
\n[color=#9e6404]前置条件：[/color]	\n[color=#9e6404]trước đưa điều kiện: [/color]
\n[color=#9e6404]不能共存：[/color]	\n[color=#9e6404]Không thể cùng tồn tại: [/color]
[color=#0000FF]已参悟[/color]\n	[color=#0000FF]đã lĩnh hội [/color]\n
[{2}]\n所需境界:{3}{4}\n<font color=#9e6404>{0}</font>\n{1}	[{2}]\nCảnh giới cần:{3}{4}\n<font color=#9e6404>{0}</font>\n{1}
[color=#ff0000]下一级参悟值：{0:F0}/{1:F0}[color]\n提高道行:{3}\n{2}	[color=#ff0000]Chỉ số lĩnh hội cấp tiếp theo:{0:F0}/{1:F0}[color]\nĐề cao đạo hạnh:{3}\n{2}
下一级参悟值：{0:F0}/{1:F0}\n提高道行:{3}\n{2}	Chỉ số lĩnh hội cấp tiếp theo:{0:F0}/{1:F0}\nĐề cao đạo hạnh:{3}\n{2}
参悟值：{0:F0}	Chỉ số lĩnh hội:{0:F0}
[{2}]\n参悟值：{0:F0}/{1:F0}	[{2}]\nChỉ số lĩnh hội:{0:F0}/{1:F0}
[{0}][color=#0000FF](已参悟)[/color]	[{0}][color=#0000FF](đã lĩnh hội)[/color]
\n提高道行:{0}	\nĐề cao đạo hạnh:{0}
{0}\n[color=#9e6404]不能共存：[/color]	{0}\n[color=#9e6404]Không thể cùng tồn tại: [/color]
\n[align=center][color=#9e6404]----已参悟----[/color][/align]	\n[align=center][color=#9e6404]---- đã lĩnh hội ----[/color][/align]
\n[align=center][color=#9e6404]----未参悟----[/color][/align]	\n[align=center][color=#9e6404]---- Chưa lĩnh ngộ  ----[/color][/align]
确定要消耗{0:F0}点参悟值提高{1}等级么？	Xác định muốn tốn{0:F0}Điểm lĩnh hội đề cao{1}đó cấp sao?
成功将{0}提升到{1}级！	Thành công đem{0}tăng lên tới{1}Cấp!
确定要消耗{0:F0}点参悟值参悟{1}么？	Xác định muốn tốn{0:F0}điểm lĩnh hội để lĩnh hội{1}sao?
[{0:N0}阶	[{0:N0}giai
{0:N0}阶]	{0:N0}giai]
杂项	Mục phụ
材料	Nguyên liệu
消耗	Tiêu hao
知道了	Đã biết
提示	Gợi ý
{7}<font color=#D06508>[物体]</font>\n灵气：{1:N0}（{5}{6:N2}/s）\n聚灵：{4}{9}\n美观：{0}\n品阶：{3}\n品质：{2}{10}{8}	{7}<font color=#D06508>[Vật thể]</font>\nLinh khí:{1:N0}({5}{6:N2}/s)\nTụ linh:{4}{9}\nMỹ quan:{0}\nPhẩm giai:{3}\nPhẩm chất:{2}{10}{8}
傀儡	Khôi lỗi
<font color=#D06508>[原材料]</font>\n{0}\n	<font color=#D06508>[Nguyên vật liệu]</font>\n{0}\n
<font color=#D06508>[傀 儡]</font>\n	<font color=#D06508>[Khôi lỗi]</font>\n
主人：{0}\n	Chủ nhân:{0}\n
耐久：{0:F0}/{1:F0}\n	Độ bền:{0:F0}/{1:F0}\n
移动速度：{0:F1}米/秒\n	Tốc độ di chuyển:{0:F1}m/s\n
(停止工作)	(đình chỉ công việc)
(建造中)	(đang xây dựng)
(等待建造)	(đang đợi xây dựng)
(缺乏建造材料)	(thiếu vật liệu xây dựng)
(等待建造材料)	(đang đợi vật liệu xây)
(等待被移动)	(đang đợi được dời đi)
(等待安装)	(đang đợi lắp đặt)
(正常工作)	(công việc bình thường)
(被摧毁)	(Bị phá hủy)
<font color=#D06508>[建 筑]</font>	<font color=#D06508>[Xây dựng]</font>
[color=#00FF00](风水建筑)[/color]	[color=#00FF00](Công trình phong thủy)[/color]
\n燃料剩余:{0:F0}秒	\nNhiên liệu dư:{0:F0}giây
\n水量:{0}	\nlượng nước:{0}
\n香火值:{0:F2}	\nChỉ số hương hỏa:{0:F2}
\n拥有者:{0}	\nCó người:{0}
\n所属工作:{0}	\nCông việc tương ứng:{0}
<font color=#00FF00>可选中</font>\n	<font color=#00FF00> Có thể chọn </font>\n
<font color=#FF0000>不可选中</font>\n	<font color=#FF0000> Không thể chọn </font>\n
(成长中)	(đang trưởng thành)
(被收获)	(được thu hoạch)
(已成熟)	(đã trưởng thành)
(成熟中)	(đang trưởng thành)
(凋谢中)	(đang héo)
(被烧毁)	(bị thiêu hủy)
(生长停止)	(ngừng sinh trưởng)
<font color=#D06508>[植物]</font>\n生长效率:{0:N1}%	<font color=#D06508>[Thực vật]</font>\nHiệu suất sinh trưởng:{0:N1}%
\n生长百分比:{0:N1}%	\nTỉ lệ sinh trưởng:{0:N1}%
\n成熟百分比:{0:N1}%	\nTỉ lệ trưởng thành:{0:N1}%
矿石	Khoáng thạch
物体	Vật thể
\n\n<font color=#D06508>[灵植]</font>\n{9}：{10:N2}%\n灵煞趋势：{8}{0:N2}/天\n　蕴养加成：{1}\n　天气加成：{2}\n　季节加成：{3}\n　五行加成：{4}\n　交感加成：{5}\n\n当前状态：{6}\n　{7}\n	\n\n<font color=#D06508>[Linh thực ]</font>\n{9}:{10:N2}%\nChiều hướng linh sát :{8}{0:N2}/ngày\nGia tăng nuôi dưỡng :{1}\nThêm vào thời tiết:{2}\nGia tăng mùa màng :{3}\nGia tăng ngũ hành :{4}\nGia tăng giao cảm :{5}\n\nTrạng thái trước mắt :{6}\n{7}\n
当前灵性	Linh tính trước mắt
当前煞性	Sát tính trước mắt
范围：{0}	Phạm vi :{0}
腐朽中({0})	Đang thối rữa ({0})
{0}后开始腐朽	{0}sau bắt đầu mục nát
<font color=#00FF00>可选中</font>	<font color=#00FF00> Có thể chọn </font>
<font color=#FF0000>不可选中</font>	<font color=#FF0000> Không thể chọn </font>
  <font color=#00FF00>[绑定：{0}]</font>\n\n	 <font color=#00FF00>[trói buộc:{0}]</font>\n\n
幽淬次数：{0}次\n	Số lần u tôi :{0}Lần\n
灵淬次数：{0}次\n	Số lần linh tôi :{0}Lần\n
<font color=#888888>(无风水)</font>	<font color=#888888>(Không có phong thủy )</font>
<font color=#00FF00>(契合)</font>	<font color=#00FF00>(Phù hợp )</font>
<font color=#FF0000>(不合)</font>	<font color=#FF0000>(Không hợp )</font>
<font color=#888888>(房间外)</font>	<font color=#888888>(Ngoài gian phòng )</font>
<font color=#D06508>[镇物{1}]{0}</font>\n	<font color=#D06508>[Trấn vật{1}]{0}</font>\n
(通灵)	(Thông linh )
(未鉴定)\n	(Chưa giám định )\n
<font color=#D06508>[装备]</font>\n	<font color=#D06508>[Trang bị]</font>\n
伤害强度：{0:N1}\n	Cường độ tổn thương:{0:N1}\n
攻击速度：{0:N2}次/秒\n	Tốc độ tấn công:{0:N2}Lần/s\n
攻击距离：{0:N2}米\n	Cự ly tấn công:{0:N2}mét\n
护盾转化加成：{0:N3}/点\n	Gia tăng chuyển hóa hộ thuẫn:{0:N3}/điểm\n
最适温度上限：{1}{0:N2}度\n	Nhiệt độ thích hợp cao nhất:{1}{0:N2}Độ\n
最适温度下限：{1}{0:N2}度\n	Nhiệt độ thích hợp thấp nhất:{1}{0:N2}Độ\n
<font color=#D06508>[食用]</font>\n	<font color=#D06508>[Ăn]</font>\n
<font color=#FF0000>(生食)</font>\n	<font color=#FF0000>(Ăn sống)</font>\n
精元：{0}\n	Tinh nguyên:{0}\n
食物：{0}\n	Đồ ăn:{0}\n
水份：{0}\n	Độ ẩm:{0}\n
娱乐：{0}\n	Tiêu khiển:{0}\n
<font color=#D06508>[药物]</font>\n	<font color=#D06508>[Dược vật]</font>\n
治疗效率：{0:N2}\n	Hiệu suất trị liệu:{0:N2}\n
持续时间：{0:N2}天\n	Thời gian duy trì:{0:N2}ngày\n
作用部位：	Bộ vị ảnh hưởng:
<font color=#D06508>[秘籍]</font>\n	<font color=#D06508>[Bí tịch]</font>\n
[color=#00FF00][装备后可参悟][/color]\n	[color=#00FF00][Sau khi trang bị có thể lĩnh hội][/color]\n
提高道行:{0}\n	Đề cao đạo hạnh:{0}\n
需求境界：{0}({1})\n	Yêu cầu cảnh giới:{0}({1})\n
<font color=#FF0000>(境界不够，无法修炼)</font>\n	<font color=#FF0000>(Không đủ cảnh giới, không cách nào tu luyện)</font>\n
需求境界：{0}\n	Yêu cầu cảnh giới:{0}\n
<font color=#D06508>[丹药]</font>\n	<font color=#D06508>[Đan Dược]</font>\n
灵气：{0}\n	Linh khí:{0}\n
筑基值：{0}\n	Chỉ số trúc cơ:{0}\n
参悟经验：{0}\n	Kinh nghiệm lĩnh hội:{0}\n
耐药性：{0:P2}\n	Tính kháng thuốc:{0:P2}\n
<font color=#D06508>[法宝]</font>\n	<font color=#D06508>[Pháp bảo]</font>\n
天劫洗练：{0}次\n	Thiên kiếp tẩy luyện :{0}Lần\n
五行：相生\n	Ngũ Hành: Tương sinh\n
五行：相同\n	Ngũ Hành: Tương đồng\n
五行：相克\n	Ngũ Hành: Tương khắc\n
<font color=#80D5FF>[精品]</font>	<font color=#80D5FF>[Tinh phẩm]</font>
孵化进度：{0:N0}%\n	Tiến độ ấp trứng :{0:N0}%\n
制作者：	Người chế tạo:
我们的位置	Vị trí của chúng ta
我们不知道这个地方在哪，或许应该多转转？	Chúng ta không biết nơi này ở đâu, chắc là nên đi thăm thú nhiều một chút?
建立门派后，派遣内门弟子前往历练	Sau khi thành lập môn phái, điều động đệ tử nội môn đi rèn luyên
建立门派后，派遣内门弟子前往驻扎，弟子会持续历练直到28天后或者发生受伤。\n驻扎后角色需要静修，静修时间与驻扎时间有关。\n（驻扎中每隔2到4天触发一次事件且随时可以召回）	Sau khi thành lập môn phái, phái đệ tử nội môn đến đó đóng quân, đệ tử sẽ duy trì lịch luyện đến 28 ngày hoặc là bị thương.\nSau khi đóng quân nhân vật cần tĩnh tu , thời gian tĩnh tu có liên quan đến thời gian đóng quân.\n(Mỗi 2 đến 4 ngày sẽ xuất hiện một sự kiện và còn có thể triệu hồi bất cứ lúc nào)
门派存亡之际不宜外出。	Môn phái đang trong ranh giới sống chết không thích hợp để đi ra ngoài.
{0}的的瓶颈即将松动，暂时不宜外出历练。	{0}Bình cảnh sắp nới lỏng, không thích hợp ra ngoài lịch luyện.
{0}正在静修中，不能外出历练。	{0}đang tĩnh tu, không thể ra ngoài lịch luyện.
此去路途遥远({2:F2}天)，确定要派遣{0}前往{1}吗？	Lộ trình quá xa ({2:F2}ngày), nhất định phải điều động{0}đi đến{1}sao?
前往{0}	Đi đến{0}
耗时：{0:N2}天\n	Thời gian tiêu tốn:{0:N2}ngày\n
[color=#B65704]耗时较长[/color]\n	[color=#B65704]Tốn thời gian dài [/color]\n
驻扎中	Đang đóng quân
返回中	Đang trở về
循环十次	Tuần hoàn 10 lần
循环五十次	Tuần hoàn 50 lần
无限循环	Tuần hoàn vô hạn
取消循环	Hủy bỏ tuần hoàn
\n\n{0}指定	\n\n{0}chỉ định
正在进行中，不能修改原材料。	Đang tiến hành, không thể sửa chữa nguyên vật liệu.
同时激活的符咒最多只能有三个！	Đồng thời chỉ có thể kích hoạt tối đa ba cái phù chú !
卸下这个装备吗？	Tháo trang bị này?
痛感({0:P0})\n受伤会导致疼痛，当疼痛超过一定值会影响意识。	Đau đớn ({0:P0})\nBị thương sẽ dẫn đến đau đớn, khi đau đớn vượt qua giá trị nhất định sẽ ảnh hưởng ý thức.
意识({0:P0})\n大脑受伤会影响该值，意识影响工作效率，当意识过低会导致昏迷。	Ý thức ({0:P0})\nNão bộ bị thương sẽ ảnh hưởng chỉ số cơ bản, ý thức sẽ ảnh hưởng hiệu suất công việc, ý thức quá thấp sẽ gây ra hôn mê.
经脉({0:P0})\n经脉受伤会影响该值，经脉影灵气最大值及修炼效率，经脉过低会导致无法修炼。	Kinh mạch ({0:P0})\nKinh mạch bị thương sẽ ảnh hưởng đến chỉ số vốn có, kinh mạch ảnh hưởng linh khí cực đại cùng hiệu quả tu luyện, kinh mạch thấp quá mức sẽ dẫn đến không còn cách nào tu luyện.
移动({0:P0})\n下肢受伤会影响该值，移动影响走路速度和一些体力工作的效率。	Di chuyển ({0:P0})\nChân sau bị thương sẽ ảnh hưởng chỉ số vốn có, di động sẽ ảnh hưởng tốc độ di chuyển và một chút hiệu suất công việc thể lực.
身手({0:P0})\n上肢受伤会影响该值，身手影响大部分工作的效率。	Thân thủ ({0:P0})\nHai tay bị thương sẽ ảnh hưởng đến chỉ số vốn có, thân thủ ảnh hưởng đến phần lớn hiệu quả làm việc.
感知({0:P0})\n眼睛与耳朵受伤会影响该值，感知影响视野范围和精细工作的效率。	Cảm giác ({0:P0})\nTai và mắt bị thương sẽ ảnh hưởng những chỉ số cần thiết, ảnh hưởng sức nhận biết và phạm vi nhìn cùng hiệu suất của công việc cần sự tinh tế.
死因：{0}	Nguyên nhân chết:{0}
{0}\n类型：{1}\n致命部位：{2}\n\n影响：{3}	{0}\nloại hình:{1}\nBộ vị trí mạng:{2}\n\nảnh hưởng:{3}
否	Phủ
已失去	Đã mất
来自:{0}	Đến từ:{0}
[color=#909090]不变[/color]	[color=#909090]không thay đổi [/color]
[color=#FF0000]{0}后完全恶化[/color]	[color=#FF0000]{0}sau hoàn toàn chuyển biến xấu [/color]
[color=#006B12]{0}后痊愈[/color]	[color=#006B12]{0}sau sẽ khỏi hẳn [/color]
\n已治疗(剩余:{0:N0}s)	\nĐã trị liệu (còn:{0:N0}s)
\n[color=#D06508]治疗效果不好或自身恢复力太差，请提高治疗效果或自身恢复力。[/color]	\n[color=#D06508]Hiệu quả trị liệu không tốt hoặc sức khôi phục của bản thân quá kém, xin hãy đề cao hiệu quả trị liệu hoặc tự khôi phục sức khỏe. [/color]
\n丹药生效中	\nĐan dược đang có hiệu lực
\n[color=#D06508]药效不足或自身恢复力太差，请使用更好的药物或提高自身恢复力。[/color]	\n[color=#D06508]Dược liệu không đủ hoặc sức khôi phục của bản thân quá kém, xin hãy sử dụng dược vật tốt hơn hoặc đề cao sức khôi phục của bản thân. [/color]
影响:{0:N2}%\n程度:{1:N2}%({4:N4})\n疼痛:{2}\n趋势:{3}\n{5}	Ảnh hưởng:{0:N2}%\ntrình độ:{1:N2}%({4:N4})\nĐau đớn:{2}\nxu thế:{3}\n{5}
\n[color=#9e6404]内门伤害只能靠服用对应的丹药才能治疗[/color]	\n[color=#9e6404]Tổn thương nội môn chỉ có thể dựa vào đan dược thích hợp mới có thể trị liệu [/color]
{0:N2}%({1:N2}%)\n疼痛:{2}	{0:N2}%({1:N2}%)\nĐau đớn:{2}
{0:N0}℃至{1:N0}℃	{0:N0}℃ đến{1:N0}℃
{0:N1}米	{0:N1}mét
{0}是{1}	{0}Phải{1}
\n剩余:{0}	\ncòn:{0}
法宝战斗强度:	Cường độ chiến đấu của pháp bảo:
法宝灵气容量:	Dung lượng linh khí của pháp bảo:
法宝回灵速度:	Tốc độ hồi linh của pháp bảo:
法宝攻击间隔:	Khoảng cách công kích pháp bảo:
法宝飞行速度:	Tốc độ phi hành của pháp bảo:
法宝转弯速度:	Tốc độ chuyển biến của pháp bảo:
术法伤害加成:	Gia tăng sát thương của thuật pháp:
术法冷却缩短:	Giảm thời gian hồi thuật pháp:
术法消耗加成:	Giá tăng % linh khí tối đa:
护盾强度:	Cường độ hộ thuẫn:
{0:F1}/秒	{0:F1}/s
{0:F1}秒	{0:F1}giây
{0:F0}米/秒	{0:F0}m/s
{0:F0}度/秒	{0:F0}Độ/s
{0:N2}点/灵气	{0:N2}điểm/Linh khí
{0}代弟子	{0}Đại đệ tử
飞升滞留次数	Số lần phi thăng
滞留{0}次	Ngưng lại{0}Lần
师父:	Sư phụ:
金丹灵气：{0:N0}\n根本灵气：{1:F0}\n炼精化气：{2:F0}\n上品金丹(1-3)：丹成上品，此世有成仙之契机。\n中品金丹(4-6):丹成中品，修成元婴已是极限，若想飞升，倍加艰难。\n下品金丹(7-9):丹成下品，想修成元婴也将阻难重重。	Linh khí Kim Đan:{0:N0}\nLinh khí cơ bản:{1:F0}\nluyện tinh hóa khí:{2:F0}\nThượng phẩm Kim Đan (1-3): Đan thành thượng phẩm, đời này có cơ hội thành tiên.\nTrung phẩm Kim Đan (4-6): Đan thành trung phẩm, tu thành Nguyên Anh đã là cực hạn, nếu muốn phi thăng, gian nan gấp đôi.\nHạ phẩm Kim Đan (7-9): Đan thành hạ phẩm, muốn tu thành Nguyên Anh cũng khó khăn nặng nề.
鼎炉\n鼎炉之限：{0:F0}\n炼精化气：{1:F0}/{0:F0}\n阶段：{2}\n{3}\n\n[color=#D06508]炼精化气：修炼时消耗精元并提高灵气最大值。\n鼎炉之限：肉身所能承担炼精化气的最大数值，由先天潜力决定。[/color]	Đỉnh lô\nđỉnh lô thời hạn:{0:F0}\nluyện tinh hóa khí:{1:F0}/{0:F0}\ngiai đoạn:{2}\n{3}\n\n[color=#D06508]luyện tinh hóa khí: Lúc tu luyện Tiêu hao tinh nguyên cũng Đề cao tối đa linh khí.\nđỉnh lô thời hạn: Nhục thân có khả năng gánh chịu luyện tinh hóa khí lớn nhất trị số, từ Tiên Thiên Tiềm lực quyết định. [/color]
等待师父{1}完成{0}。	Chờ đợi sư phụ{1}hoàn thành{0}.
正在感悟天地	Đang cảm ngộ thiên địa
{1}({0})\n{2:F0}岁\n寿元:{3}	{1}({0})\n{2:F0}tuổi\nThọ:{3}
轮回者不能改变经历。	Không thể thay đổi kinh lịch luân hồi giả.
\n剩余:{0}	\ncòn:{0}
木头	Gỗ
皮毛布料	Vải da
修行相关	Tu hành tương quan
弟子会自己安排修炼时间和行为	Đệ tử sẽ tự mình an bài thời gian và tiến hành tu luyện
[境界]持续修行功法直到功法达到瓶颈	[Cảnh giới]Liên tục tu hành công pháp cho đến khi công pháp đạt được bình cảnh
[心境]持续调整心境直到心境无暇	[Tâm cảnh]Liên tục điều chỉnh tâm cảnh cho đến tâm cảnh vô hạ
[练功]自主进行练习，获取较多参悟经验。	[luyện công]Tự tiến hành luyện tập, thu hoạch khá nhiều điểm lĩnh hội.
修改名称	Sửa tên
一个区域	Một khu vực
指定交互角色	Chỉ định nhân vật tương tác
取消	Hủy bỏ
\n[color=#0000FF]所属工作:{0}[/color]	\n[color=#0000FF]Công việc tương ứng:{0}[/color]
\n-\n[color=#009900][按住Shift可指定多个目标][/color]	\n-\n[color=#009900][Ấn Shift có thể chỉ định nhiều mục tiêu][/color]
\n灵气：{0:N0}({1:N0})	\nLinh khí:{0:N0}({1:N0})
\n寿元：{0:N0}({1:N0})	\nThọ:{0:N0}({1:N0})
\n修为：{0:N0}({1:N0})	\nTu vi:{0:N0}({1:N0})
弱	Nhược
强	Cường
[align=center]风水详情[/align]	[align=center]Cụ thể phong thủy [/align]
\n[color=#{1}]{0}房间布局(拥挤程度)[/color]	\n[color=#{1}]{0}Cố cục gian phòng (Mức độ chen chúc)[/color]
\n[color=#FF0000]---风水外泄[/color]	\n[color=#FF0000]--- Rò rỉ phong thủy[/color]
\n特殊:\n[color=#FF0000]{0}神秘洞穴[/color]	\nĐặc thù:\n[color=#FF0000]{0}Huyệt động thần bí[/color]
\n镇物:	\nTrấn vật :
\n无	\nKhông
契合	Phù hợp
不合	Không hợp
  ({0}格[{1}])	 ({0}ô [{1}])
拥有者:{0}	Có người:{0}
房间温度\n室内的当前温度	Nhiệt độ gian phòng\nNhiệt độ hiện ở trong gian phòng
房间布局\n房间内家具摆放拥挤或空旷程度。	Cố cục gian phòng\nMức độ trống trải hoặc chật chội của vật dụng trong gian phòng.
房间影响\n房屋内家具设施的品阶高低。	Ảnh hưởng gian phòng\nPhẩm giai cao thấp của vật dụng trong phòng.
房间美观\n房间内的美观程度。	Mỹ quan gian phòng\nMức độ mỹ quan trong gian phòng.
储存区 ({0}格)	Khu dự trữ ({0}ô)
{0}({1}格)	{0}({1}ô)
种植区 ({0}格)	Khu trồng cây ({0}ô)
兽圈 ({0}格)	Chuồng thú ({0}ô)
尸体	Thi thể
{0}品金丹	{0}phẩm Kim Đan
劫云灵气	Linh khí của kiếp vân
{0}\n选择一个目标，对其发起攻击。(快捷键：[keycode]Attack[/keycode])\n[color=#D06508]右击可改变模式[/color]	{0}\nLựa chọn một mục tiêu, bắt đầu công kích. (Phím nhanh: [keycode]Attack[/keycode])\n[color=#D06508]Ấn chuột phải có thể thay đổi chế độ [/color]
[击败模式]	[Chế độ đánh bại]
[color=#FF0000][击杀模式][/color]	[color=#FF0000][Chế độ kích sát][/color]
{0}\n防御及保护，开启后会自动反击发起攻击的敌人\n[color=#D06508]点击可改变模式[/color]	{0}\nPhòng ngự và bảo vệ, sau khi bật sẽ tự động đánh trả kẻ địch tấn công\n[color=#D06508]Ấn vào có thể thay đổi chế độ [/color]
[关闭]	[Đóng]
[color=#009900][打开][/color]	[color=#009900][Mở ra][/color]
仅外门	Chỉ ngoại môn
仅内门	Chỉ nội môn
外门及内门	Ngoại môn cùng nội môn
[{0}]\n自动攻击目标\n[color=#D06508]点击可改变模式[/color]	[{0}]\nTự động công kích mục tiêu\n[color=#D06508]Ấn vào có thể thay đổi chế độ [/color]
道行:{0}\n{1}	Đạo hạnh:{0}\n{1}
心境:{0:N0}({1})\n心境会大幅度影响修炼相关行为的效率和成功率。	Tâm cảnh:{0:N0}({1})\nTâm cảnh Hội trên phạm vi lớn ảnh hưởng Tu luyện tương quan Hành vi hiệu suất cùng Xác suất thành công.
+{0:N2}/秒	+{0:N2}/giây
灵气:{0:N0}/{1:N0}\n灵气是施展内门行为的基础资源。\n角色会从环境中吸取灵气	Linh khí:{0:N0}/{1:N0}\nLinh khí là tài nguyên thi triển cơ bản của nội môn.\nNhân vật sẽ hấp thụ linh khí từ môi trường
筑基值:{0:F0}/{1:F0}({2:F0}%)	Chỉ số trúc cơ:{0:F0}/{1:F0}({2:F0}%)
饮水	Uống nước
精力	Tinh lực
精元	Tinh nguyên
\n[color=#FF8B00]消耗平衡点:{0:N0}\n(内门弟子吞服天地灵气补充食物的速度与自身消耗食物的速度在此处达到平衡)[/color]	\n[color=#FF8B00]Cân bằng tiêu hao:{0:N0}\n(Đệ tử nội môn nuốt Thiên Địa Linh khí bổ sung Đồ ăn tốc độ cùng tự thân Tiêu hao Đồ ăn tốc độ ở chỗ này đạt tới cân bằng)[/color]
情绪:{0:N0}\n外门弟子情绪低于30会发生怠工。\n内门弟子的情绪太差则会影响到心境的变化甚至发生入魔	Cảm xúc:{0:N0}\nĐệ tử ngoại môn cảm xúc thấp hơn 30 sẽ sinh ra biếng nhác.\nĐệ tử nội môn Cảm xúc quá kém thì Hội ảnh hưởng đến biến hóa của tâm cảnh thậm chí phát sinh Nhập ma
归属感：{0:0}	Lòng trung thành :{0:0}
{0}\n已失去	{0}\nĐã mất
{2}\n灵气:{0:N0}/{1:N0}	{2}\nLinh khí:{0:N0}/{1:N0}
{0}的尸体	{0}thi thể
等待物品:\n	Đợi vật phẩm:\n
搬运中	Đang vận chuyển
{0}搬运中\n	{0}Đang vận chuyển\n
[color=#FF0000]工作位被阻挡[/color]\n	[color=#FF0000]Vị trí làm việc bị cản trở [/color]\n
无合适材料	Vật liệu không thích hợp
法宝:{0}件	Pháp bảo:{0}Kiện
(休眠)	(hôn mê)
{1}{0:N2}/天	{1}{0:N2}/ngày
{9}：{10:N2}%\n灵煞趋势：{8}{0:N2}/天\n　蕴养加成：{1}\n　天气加成：{2}\n　季节加成：{3}\n　五行加成：{4}\n　交感加成：{5}\n\n当前状态：{6}\n　{7}\n	{9}:{10:N2}%\nChiều hướng linh sát :{8}{0:N2}/ngày\nGia tăng nuôi dưỡng :{1}\nThêm vào thời tiết:{2}\nGia tăng mùa màng :{3}\nGia tăng ngũ hành :{4}\nGia tăng giao cảm :{5}\n\nTrạng thái trước mắt :{6}\n{7}\n
此间房屋中，[color=#ff0000]床铺风水[/color]出了问题。房屋主人终日被噩梦缠身，请尝试调整床铺风水，使之化凶为吉。	Trong gian phòng này, [color=#ff0000]phong thủy của giường [/color]xảy ra vấn đề. Chủ căn phòng suốt ngày bị ác mộng quấy nhiễu, xin hãy thử điều chỉnh phong thủy của chiếc giường, biến hung thành cát.
所谓风水，指的是目标建筑五行属性，与所在位置五行分布的融洽关系。\n例如：[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]水属性[/color]的环境中，就会因[color=#ff0000]水克火[/color]的原因而风水不好。\n[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]木属性[/color]的环境中，因[color=#ff0000]木生火[/color]之故，风水就会很棒。\n在屏幕左上角可以随时查看五行生克关系。	Cái gọi là phong thủy, chính là thuộc tính ngũ hành của kiến trúc, hòa hợp với phân bố ngũ hành của vị trí đó hay không.\nVí dụ: [color=#ff0000]Hỏa thuộc tính [/color]Của kiến trúc nằm tại [color=#ff0000]Thủy thuộc tính [/color]Hoàn cảnh, liền sẽ bởi vì [color=#ff0000]Thủy khắc hỏa [/color]Nguyên nhân mà phong thủy không tốt.\n[color=#ff0000]Hỏa thuộc tính [/color]Của kiến trúc nằm tại [color=#ff0000]Mộc thuộc tính [/color]Hoàn cảnh, bởi vì [color=#ff0000]Mộc sinh hỏa [/color]Nguyên nhân, phong thủy liền sẽ rất tốt.\nỞ góc bên trái phía trên màn hình có thể tra quan hệ tương sinh tương khắc của ngũ hành.
你可以通过屏幕左上角的太极图来进入风水视图，在风水试图下，屏幕中央的五边形即为鼠标所在位置的五行分布。	Ngươi Có thể dùng Màn hình góc trái trên cùng thái cực đồ đến tiến vào Phong thủy đồ thị hình chiếu, ở trong bản đồ xem thử rồi, trong màn hình hình ngũ giác tức là con chuột vị trí chỗ ở Phân bố ngũ hành.
[color=#ff0000]装饰性建筑[/color]/[color=#ff0000]地板[/color]/[color=#ff0000]墙壁[/color]根据其主材料不同可以改变附近的五行分布，请尝试使用合适的材料去改换床铺附近的建筑，使之风水化凶为吉。	[color=#ff0000]Công trình mang tính trang trí [/color]/[color=#ff0000]Sàn nhà [/color]/[color=#ff0000]Bức tường [/color]căn cứ Tài liệu chính khác biệt có thể cải biến phụ cận Phân bố ngũ hành, Xin hãy thử sử dụng vật liệu thích hợp để thay đổi công trình gần chiếc giường, khiến phong thủy hóa hung thành cát.
