ID	Name	Desc
200182	Thị trưởng	Cho dù từ lâu đã không tại bất luận cái gì cơ cấu nhậm chức, nhưng lâu dài du tẩu cùng chính phủ cùng các loại trung tâm hình tập đoàn xí nghiệp quyết sách tầng lớp Có thể được Nặc Ngõa có phong phú quản lý Kinh nghiệm. Những kinh nghiệm này bao gồm sĩ công nông thương từng cái lĩnh vực. Đồng thời bởi vì lâu dài ứng đối các loại chính khách nguyên nhân Có thể được Nặc Ngõa luyện thành một bộ Ưu tú biện luận kỹ xảo, tại xử lý câu thông sự vụ lúc thành thạo điêu luyện. Những kinh nghiệm này Nặc Ngõa nhớ kỹ, cho dù tại luân hồi chuyển thế về sau cũng không hoàn toàn quên mất.
200183	Tài hoa thiên thụ	Đời trước Chiếu Đát vì Trí chướng nhi đồng, bởi vì cha mẹ chết sớm, bản thân lại hành động bất tiện, hài tử sinh hoạt mười phần khốn khổ, nội tâm lại hết sức thiện lương, làm qua rất nhiều chuyện tốt, cảm động trời xanh, cho nên chuyển thế. Đời này Chiếu Đát lúc năm tuổi , chưa từng biết giấy bút là gì. Bỗng nhiên có một ngày khóc yêu cầu những vật này. Phụ thân của hắn đối với sự việc này cảm thấy kinh ngạc, liền mượn hàng xóm cho hắn. Hắn lập tức viết xuống bốn câu, cũng viết tên của mình lên trên đề, cho toàn hương tú tài thưởng thức.
200184	Côn Luân Tầm Tiên	Chiếu Đát thiên phú dị bẩm lại chưa bước vào quan trường, trải qua cao nhân chỉ bảo trở thành y đạo đại gia, chăm sóc người bị thương, cứu người vô số. Sau Chiếu Đát say mê tu hành, đạp lên còn đường tìm tiên nhân vết tích, cũng trợ giúp người khác trên đường đi . Công phu không phụ lòng người, Chiếu Đát cuối cùng tại Côn Luân Sơn tìm được tiên nhân động phủ, từ đó thu hoạch được một bộ bí sách.
200185	Kỳ nguyện chi lực	Hàng vạn hàng ngàn con người hướng đến thế giới tu tiên An Nhạc Tường Hòa, vì sinh ra kỳ nguyện chi lực thật lớn, trải qua ngày tháng tích lũy cuối cùng ngưng tụ ra một sinh mệnh mới! Hắn tự đặt tên cho mình là Thân Thân Như Dã. < Luận ngữ > đang nhắc đến "Tử Chi Yến Cư, Thân Thân Như Dã, Yêu Yêu Như Dã." Hình dung cuộc sống hằng ngày tại nhà của Khổng Tử rất là thoải mái, đồng thời trải qua vô cùng sinh động vui vẻ, mà không sầu mi khổ kiểm ưu sầu mỗi ngày. Cái tên Thân Thân Như Dã cũng từ đó mà đến. Về sau Thân Thân Như Dã thành tiên Hậu bởi vì không đành lòng thế gian khó khăn cho nên lại nhập Luân Hồi, đem vui vẻ dẫn dắt thế gian.
200186	Mật văn	< Túy trung hoạt - Bình phàm an nhạc >\n chuyện không khó, chuyện không đổi, hoàn mỹ nhất sự tối bất dịch. \n Người tư sự, Tất Tư Ngọc, nhiên sự sinh hà tiệm tự túy. \n Say giải ưu, say giải sầu, túy giải bất liễu tự vô năng. \n Biết tội say, vô cùng biết lỗi, hưởng túy trung nhạc bất tư giải túy.
200187	Kiếm tiên chuyển thế	[NAME] Kiếp trước  chính là tung hoành tu hành giới Kiếm Tiên, với Nhất Kiếm Tuyệt Sát chi thuật nghe tiếng. Tằng Sát  Long Đồ Phượng, càng cùng Tu hành giả thượng cổ  tranh phong, uy Chấn Thiên hạ.
200188	Hách Môn lãnh tụ	[NAME] chính là hách Môn lãnh tụ, nó môn hạ môn đồ ngàn vạn, thanh thế to lớn.
200189	Đa Bảo đồng tử	[NAME] Kiếp trước  chính là Thái Thượng tọa hạ đồng tử, nhập thế Luân Hồi Hậu sinh ra ở Nhất Cái Thủ nghệ nhân gia đình, trời sinh thu được vận mệnh chiếu cố, có hóa mục nát thành Thần khí kỹ nghệ. Kinh qua hắn cải tạo, liền xem như nhìn qua không dùng được chi vật vậy có thể phát huy ra diệu dụng.
200190	Hách Môn Đệ tử	[NAME] chính là hách Môn Đệ tử bên trong người nổi bật, Tùy tùng hách Môn lãnh tụ đánh nam dẹp bắc, lập xuống công lao hãn mã.
200191	Thiên kim chi thể	[NAME] chính là Phải đến từ phụng thiên công chúa, nhưng mà nàng từ nhỏ đã có Nhất Cái mộng giang hồ, cũng không vừa lòng Vu Nghìn Kim Đại tiểu thư Sinh hoạt. Vì thế nàng Cam bị vất vả ma luyện làm ra một bộ tốt Thân thủ.
200192	Hách Môn Đệ tử	[NAME] chính là hách Môn Đệ tử bên trong người nổi bật, Tùy tùng hách Môn lãnh tụ đánh nam dẹp bắc, lập xuống công lao hãn mã.
